"Consensus_bnumber"	"Consensus_symbol"	"Consensus_start"	"Consensus_stop"	"Consensus_strand"	"Consensus_TF"	"gene_synonyms"	"product_synonyms"	"RegulonDB_gene_id"	"RegulonDB_symbol"	"RegulonDB_bnumber"	"RegulonDB_strand"	"RegulonDB_type"	"RegulonDB_product_id"	"RegulonDB_product_name"	"RegulonDB_product_type"	"Zika_bnumber"	"Zika_symbol"	"Zika_essentiality"	"Zika_product"	"Zika_strand"	"Zika_type"	"Zika_gene_id"	"RegulonDB_start"	"RegulonDB_stop"	"RegulonDB_TF"	"Zika_start"	"Zika_stop"	"Zika_TF"
"b1699"	"ydiS"	1781395	1782684	"+"	0	"b1699,ECK120003510,ECK1697,G6922,ydiS"	"ECK120007966,NP_416214.1,putative oxidoreductase with FAD/NAD(P)-binding domain,YdiS"	"ECK120003510"	"ydiS"	"b1699"	"+"	NA	"ECK120007966"	"putative electron transfer flavoprotein-quinone oxidoreductase YdiS"	NA	"b1699"	"ydiS"	NA	"putative oxidoreductase with FAD/NAD(P)-binding domain"	"+"	"CDS"	"1759"	1781395	1782684	0	1781395	1782684	NA
"b1700"	"ydiT"	1782681	1782974	"+"	0	"b1700,ECK120003511,ECK1698,G6923,ydiT"	"ECK120007967,NP_416215.1,putative 4Fe-4S ferredoxin-type protein,YdiT"	"ECK120003511"	"ydiT"	"b1700"	"+"	NA	"ECK120007967"	"ferredoxin-like protein YdiT"	NA	"b1700"	"ydiT"	NA	"putative 4Fe-4S ferredoxin-type protein"	"+"	"CDS"	"1760"	1782681	1782974	0	1782681	1782974	NA
"b1701"	"fadK"	1782977	1784677	"+"	0	"b1701,ECK120002225,ECK1699,EG12357,fadK,ydiD"	"ECK120006700,FadK,NP_416216.4,YdiD"	"ECK120002225"	"fadK"	"b1701"	"+"	NA	"ECK120006700"	"short chain acyl-CoA synthetase"	NA	"b1701"	"fadK"	NA	"short chain acyl-CoA synthetase"	"+"	"CDS"	"1761"	1782977	1784677	0	1782977	1784677	NA
"b1702"	"ppsA"	1784734	1787112	"-"	0	"b1702,ECK120000750,ECK1700,EG10759,pps,ppsA"	"ECK120005226,NP_416217.1,Pps,PpsA"	"ECK120000750"	"ppsA"	"b1702"	"-"	NA	"ECK120005226"	"phosphoenolpyruvate synthetase"	NA	"b1702"	"ppsA"	NA	"phosphoenolpyruvate synthetase"	"-"	"CDS"	"1762"	1784734	1787112	0	1784734	1787112	NA
"b1703"	"ppsR"	1787445	1788278	"+"	0	"b1703,ECK120001116,ECK1701,EG11132,ppsR,ydiA"	"ECK120005592,NP_416218.1,PEP synthetase regulatory protein,PpsR,YdiA"	"ECK120001116"	"ppsR"	"b1703"	"+"	NA	"ECK120005592"	"posphoenolpyruvate synthetase regulatory protein"	NA	"b1703"	"ydiA"	"non-essential"	"posphoenolpyruvate synthetase regulatory protein"	"+"	"CDS"	"246"	1787445	1788278	0	1787445	1788278	0
"b1704"	"aroH"	1788435	1789481	"+"	0	"aroH,b1704,ECK120000076,ECK1702,EG10080"	"2-dehydro-3-deoxyphosphoheptonate aldolase,AroH,ECK120004552,NP_416219.1"	"ECK120000076"	"aroH"	"b1704"	"+"	NA	"ECK120004552"	"3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive"	NA	"b1704"	"aroH"	NA	"3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive"	"+"	"CDS"	"1763"	1788435	1789481	0	1788435	1789481	NA
"b1705"	"ydiE"	1789613	1789804	"+"	0	"b1705,ECK120002254,ECK1703,EG12391,ydiE"	"conserved protein YdiE,ECK120006729,NP_416220.1,YdiE"	"ECK120002254"	"ydiE"	"b1705"	"+"	NA	"ECK120006729"	"PF10636 family protein YdiE"	NA	"b1705"	"ydiE"	NA	"PF10636 family protein YdiE"	"+"	"CDS"	"1764"	1789613	1789804	0	1789613	1789804	NA
"b1706"	"ydiU"	1789808	1791244	"-"	0	"b1706,ECK120003512,ECK1704,G6924,selO,ydiU"	"ECK120007968,NP_416221.1,YdiU"	"ECK120003512"	"ydiU"	"b1706"	"-"	NA	"ECK120007968"	"UPF0061 family protein YdiU"	NA	"b1706"	"ydiU"	NA	"UPF0061 family protein YdiU"	"-"	"CDS"	"1765"	1789808	1791244	0	1789808	1791244	NA
"b1707"	"ydiV"	1791307	1792020	"-"	0	"b1707,ECK120003513,ECK1705,G6925,rflP,ydiV"	"ECK120007969,NP_416222.1,RflP,YdiV"	"ECK120003513"	"ydiV"	"b1707"	"-"	NA	"ECK120007969"	"anti-FlhDC factor"	NA	"b1707"	"ydiV"	NA	"anti-FlhDC factor"	"-"	"CDS"	"1766"	1791307	1792020	0	1791307	1792020	NA
"b1708"	"nlpC"	1792267	1792731	"-"	0	"b1708,ECK120001117,ECK1706,EG11133,nlpC"	"ECK120005593,NlpC,NP_416223.1"	"ECK120001117"	"nlpC"	"b1708"	"-"	NA	"ECK120005593"	"NlpC/P60 family lipoprotein NlpC"	NA	"b1708"	"nlpC"	NA	"NlpC/P60 family lipoprotein NlpC"	"-"	"CDS"	"1767"	1792267	1792731	0	1792267	1792731	NA
"b1709"	"btuD"	1792809	1793558	"-"	0	"b1709,btuD,ECK120000124,ECK1707,EG10128"	"BtuD,ECK120004600,NP_416224.1"	"ECK120000124"	"btuD"	"b1709"	"-"	NA	"ECK120004600"	"vitamin B<sub>12</sub> ABC transporter ATP binding subunit"	NA	"b1709"	"btuD"	NA	"vitamin B12 ABC transporter ATP binding subunit"	"-"	"CDS"	"1768"	1792809	1793558	0	1792809	1793558	NA
"b1710"	"btuE"	1793558	1794109	"-"	0	"b1710,btuE,ECK120000125,ECK1708,EG10129"	"BtuE,ECK120004601,NP_416225.1"	"ECK120000125"	"btuE"	"b1710"	"-"	NA	"ECK120004601"	"thioredoxin/glutathione peroxidase"	NA	"b1710"	"btuE"	NA	"thioredoxin/glutathione peroxidase"	"-"	"CDS"	"1769"	1793558	1794109	0	1793558	1794109	NA
"b1711"	"btuC"	1794172	1795152	"-"	0	"b1711,btuC,ECK120000123,ECK1709,EG10127"	"BtuC,ECK120004599,NP_416226.1"	"ECK120000123"	"btuC"	"b1711"	"-"	NA	"ECK120004599"	"vitamin B<sub>12</sub> ABC transporter membrane subunit"	NA	"b1711"	"btuC"	NA	"vitamin B12 ABC transporter membrane subunit"	"-"	"CDS"	"1770"	1794172	1795152	0	1794172	1795152	NA
"b1712"	"ihfA"	1795253	1795552	"-"	2	"b1712,ECK120000433,ECK1710,EG10440,hid,himA,ihfA"	" &alpha; subunit; site specific recombination,ECK120004909,Hid,HimA,IhfA,integration host factor (IHF),NP_416227.1"	"ECK120000433"	"ihfA"	"b1712"	"-"	NA	"ECK120004909"	"integration host factor subunit &alpha;"	NA	"b1712"	"ihfA"	"non-essential"	"integration host factor subunit alpha"	"-"	"CDS"	"109"	1795253	1795552	1	1795253	1795552	1
"b1713"	"pheT"	1795557	1797944	"-"	0	"b1713,ECK120000702,ECK1711,EG10710,pheT"	"ECK120005178,NP_416228.1,PheT"	"ECK120000702"	"pheT"	"b1713"	"-"	NA	"ECK120005178"	"phenylalanine&mdash;tRNA ligase subunit &beta;"	NA	"b1713"	"pheT"	NA	"phenylalanine--tRNA ligase subunit beta"	"-"	"CDS"	"1771"	1795557	1797944	0	1795557	1797944	NA
"b1714"	"pheS"	1797959	1798942	"-"	0	"b1714,ECK120000701,ECK1712,EG10709,phe-act,pheS"	"ECK120005177,NP_416229.1,PheS"	"ECK120000701"	"pheS"	"b1714"	"-"	NA	"ECK120005177"	"phenylalanine&mdash;tRNA ligase subunit &alpha;"	NA	"b1714"	"pheS"	NA	"phenylalanine--tRNA ligase subunit alpha"	"-"	"CDS"	"1772"	1797959	1798942	0	1797959	1798942	NA
"b1715"	"pheM"	1799226	1799270	"-"	0	"b1715,ECK120001246,ECK1713,EG11272,pheM,phtL"	"ECK120005722,NP_416230.1,PheM,phenylalanyl-tRNA synthetase (pheST) operon leader peptide,PhtL"	"ECK120001246"	"pheM"	"b1715"	"-"	NA	"ECK120005722"	"<i>pheST-ihfA</i> operon leader peptide"	NA	"b1715"	"pheM"	NA	"pheST-ihfA operon leader peptide"	"-"	"CDS"	"1773"	1799226	1799270	0	1799226	1799270	NA
"b1716"	"rplT"	1799393	1799749	"-"	0	"b1716,ECK120000872,ECK1714,EG10881,pdzA,rplT"	"ECK120005348,NP_416231.1,PdzA,RplT"	"ECK120000872"	"rplT"	"b1716"	"-"	NA	"ECK120005348"	"50S ribosomal subunit protein L20"	NA	"b1716"	"rplT"	NA	"50S ribosomal subunit protein L20"	"-"	"CDS"	"1774"	1799393	1799749	0	1799393	1799749	NA
"b1717"	"rpmI"	1799802	1799999	"-"	0	"b1717,ECK120001209,ECK1715,EG11231,rpmI"	"50S ribosomal subunit protein A,ECK120005685,NP_416232.3,RpmI,X1 protein"	"ECK120001209"	"rpmI"	"b1717"	"-"	NA	"ECK120005685"	"50S ribosomal subunit protein L35"	NA	"b1717"	"rpmI"	NA	"50S ribosomal subunit protein L35"	"-"	"CDS"	"1775"	1799802	1799999	0	1799802	1799999	NA
"b1718"	"infC"	1800096	1800638	"-"	0	"b1718,ECK120000499,ECK1716,EG10506,fit,infC,srjA"	"ECK120004975,Fit,IF3,InfC,NP_416233.1,protein chain initiation factor IF-3,SrjA"	"ECK120000499"	"infC"	"b1718"	"-"	NA	"ECK120004975"	"translation initiation factor IF-3"	NA	"b1718"	"infC"	NA	"translation initiation factor IF-3"	"-"	"CDS"	"1776"	1800096	1800638	0	1800096	1800638	NA
"b1719"	"thrS"	1800642	1802570	"-"	0	"b1719,ECK120000990,ECK1717,EG11001,thrS"	"ECK120005466,NP_416234.1,ThrRS,ThrS"	"ECK120000990"	"thrS"	"b1719"	"-"	NA	"ECK120005466"	"threonine&mdash;tRNA ligase"	NA	"b1719"	"thrS"	NA	"threonine--tRNA ligase"	"-"	"CDS"	"1777"	1800642	1802570	0	1800642	1802570	NA
"b4494"	"arpB"	1803094	1804993	"+"	0	"arpB,b1720,b1721,b4494,ECK120003514,ECK1718,G6926,ydiW,ydiX"	"ECK120007970"	"ECK120003514"	"arpB"	"b4494"	"+"	"Pseudo Gene"	"ECK120007970"	"putative ankyrin repeat protein B, N-terminal fragment"	NA	"b4494"	"arpB"	NA	"putative ankyrin repeat protein B, N-terminal fragment"	"+"	"CDS"	"4174"	1803094	1804993	0	1803094	1804993	NA
"b4535"	"yniD"	1805165	1805272	"+"	0	"b4535,ECK120016305,ECK1719,G0-10453,yniD"	"ECK120016378,YniD,YP_588455.2"	"ECK120016305"	"yniD"	"b4535"	"+"	NA	"ECK120016378"	"uncharacterized protein YniD"	NA	"b4535"	"yniD"	NA	"uncharacterized protein YniD"	"+"	"CDS"	"1778"	1805165	1805272	0	1805165	1805272	NA
"b1722"	"ydiY"	1805325	1806083	"-"	0	"b1722,ECK120003516,ECK1720,G6928,ydiY"	"ECK120007972,NP_416236.1,YdiY"	"ECK120003516"	"ydiY"	"b1722"	"-"	NA	"ECK120007972"	"acid-inducible putative outer membrane protein YdiY"	NA	"b1722"	"ydiY"	NA	"acid-inducible putative outer membrane protein YdiY"	"-"	"CDS"	"1779"	1805325	1806083	0	1805325	1806083	NA
"b1723"	"pfkB"	1806370	1807299	"+"	0	"b1723,ECK120000692,ECK1721,EG10700,pfkB"	"6-phosphofructokinase II,ECK120005168,NP_416237.3,PfkB"	"ECK120000692"	"pfkB"	"b1723"	"+"	NA	"ECK120005168"	"6-phosphofructokinase 2"	NA	"b1723"	"pfkB"	NA	"6-phosphofructokinase II"	"+"	"CDS"	"1780"	1806370	1807299	0	1806370	1807299	NA
"b1724"	"ydiZ"	1807400	1807690	"+"	0	"b1724,ECK120003517,ECK1722,G6929,ydiZ"	"ECK120007973,NP_416238.1,YdiZ"	"ECK120003517"	"ydiZ"	"b1724"	"+"	NA	"ECK120007973"	"putative endoribonuclease YdiZ"	NA	"b1724"	"ydiZ"	NA	"protein YdiZ"	"+"	"CDS"	"1781"	1807400	1807690	0	1807400	1807690	NA
"b1725"	"yniA"	1807796	1808656	"+"	0	"b1725,ECK120003518,ECK1723,G6930,yniA"	"ECK120007974,NP_416239.1,putative phosphotransferase/kinase,YniA"	"ECK120003518"	"yniA"	"b1725"	"+"	NA	"ECK120007974"	"putative kinase YniA"	NA	"b1725"	"yniA"	NA	"putative kinase YniA"	"+"	"CDS"	"1782"	1807796	1808656	0	1807796	1808656	NA
"b1726"	"yniB"	1808697	1809233	"-"	0	"b1726,ECK120003519,ECK1724,G6931,yniB"	"ECK120007975,NP_416240.1,YniB"	"ECK120003519"	"yniB"	"b1726"	"-"	NA	"ECK120007975"	"uncharacterized protein YniB"	NA	"b1726"	"yniB"	NA	"uncharacterized protein YniB"	"-"	"CDS"	"1783"	1808697	1809233	0	1808697	1809233	NA
"b1727"	"hxpB"	1809380	1810048	"+"	0	"b1727,ECK120003520,ECK1725,G6932,hxpB,yniC"	"2-deoxyglucose-6-phosphate phosphatase,ECK120007976,HAD1,HxpB,NP_416241.1,YniC"	"ECK120003520"	"hxpB"	"b1727"	"+"	NA	"ECK120007976"	"hexitol phosphatase B"	NA	"b1727"	"yniC"	NA	"hexitol phosphatase B"	"+"	"CDS"	"1784"	1809380	1810048	0	1809380	1810048	NA
"b1728"	"ydjM"	1810211	1810801	"+"	0	"b1728,ECK120003521,ECK1726,G6933,ydjM"	"ECK120007977,NP_416242.6,putative inner membrane protein regulated by LexA,YdjM"	"ECK120003521"	"ydjM"	"b1728"	"+"	NA	"ECK120007977"	"inner membrane protein YdjM"	NA	"b1728"	"ydjM"	NA	"putative inner membrane protein regulated by LexA"	"+"	"CDS"	"1785"	1810211	1810801	0	1810211	1810801	NA
"b1729"	"tcyP"	1810934	1812325	"+"	0	"b1729,ECK120003522,ECK1727,G6934,tcyP,ydjN"	"ECK120007978,NP_416243.1,TcyP,YdjN"	"ECK120003522"	"tcyP"	"b1729"	"+"	NA	"ECK120007978"	"cystine/sulfocysteine:cation symporter"	NA	"b1729"	"ydjN"	NA	"cystine/sulfocysteine:cation symporter"	"+"	"CDS"	"1786"	1810934	1812325	0	1810934	1812325	NA
"b1730"	"ydjO"	1812329	1813132	"-"	0	"b1730,ECK120003523,ECK1728,G6935,ydjO"	"ECK120007979,NP_416244.2,YdjO"	"ECK120003523"	"ydjO"	"b1730"	"-"	NA	"ECK120007979"	"protein YdjO"	NA	"b1730"	"ydjO"	NA	"protein YdjO"	"-"	"CDS"	"1787"	1812329	1813132	0	1812329	1813132	NA
"b1731"	"cedA"	1813421	1813663	"-"	0	"b1731,cedA,ECK120003524,ECK1729,G6936,ydjP"	"CedA,ECK120007980,NP_416245.2,YdjP"	"ECK120003524"	"cedA"	"b1731"	"-"	NA	"ECK120007980"	"cell division modulator"	NA	"b1731"	"cedA"	NA	"cell division modulator"	"-"	"CDS"	"1788"	1813421	1813663	0	1813421	1813663	NA
"b1732"	"katE"	1813867	1816128	"+"	0	"b1732,ECK120000502,ECK1730,EG10509,katE"	"ECK120004978,KatE,YP_025308.1"	"ECK120000502"	"katE"	"b1732"	"+"	NA	"ECK120004978"	"catalase HPII"	NA	"b1732"	"katE"	NA	"catalase II"	"+"	"CDS"	"1789"	1813867	1816128	0	1813867	1816128	NA
"b1733"	"chbG"	1816386	1817135	"-"	0	"b1733,celG,chbG,ECK120002087,ECK1731,EG12198,ydjC"	"CelG,ChbG,chitooligosaccharide deacetylase,ECK120006563,NP_416247.1,YdjC"	"ECK120002087"	"chbG"	"b1733"	"-"	NA	"ECK120006563"	"chitin disaccharide deacetylase"	NA	"b1733"	"chbG"	NA	"chitin disaccharide deacetylase"	"-"	"CDS"	"1790"	1816386	1817135	0	1816386	1817135	NA
"b1734"	"chbF"	1817148	1818500	"-"	0	"b1734,celF,chbF,ECK120000140,ECK1732,EG10144,ydjD"	"CelF,ChbF,ECK120004616,NP_416248.1,YdjD"	"ECK120000140"	"chbF"	"b1734"	"-"	NA	"ECK120004616"	"monoacetylchitobiose-6-phosphate hydrolase"	NA	"b1734"	"chbF"	NA	"monoacetylchitobiose-6-phosphate hydrolase"	"-"	"CDS"	"1791"	1817148	1818500	0	1817148	1818500	NA
"b1735"	"chbR"	1818605	1819447	"-"	2	"b1735,celD,chbR,ECK120000139,ECK1733,EG10143"	"CelD,ChbR,ECK120004615,NP_416249.1"	"ECK120000139"	"chbR"	"b1735"	"-"	NA	"ECK120004615"	"DNA-binding transcriptional dual regulator ChbR"	NA	"b1735"	"chbR"	"non-essential"	"DNA-binding transcriptional dual regulator ChbR"	"-"	"CDS"	"30"	1818605	1819447	1	1818605	1819447	1
"b1736"	"chbA"	1819455	1819805	"-"	0	"b1736,celC,chbA,ECK120000138,ECK1734,EG10142"	"CelC,ChbA,ECK120004614,EIIA<sup>chb</sup>,EIII<sup>chb</sup>,Enzyme IIA<sup>chb</sup>,Enzyme III<sup>chb</sup>,NP_416250.1"	"ECK120000138"	"chbA"	"b1736"	"-"	NA	"ECK120004614"	"<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIA component"	NA	"b1736"	"chbA"	NA	"N,N-diacetylchitobiose-specific PTS enzyme IIA component"	"-"	"CDS"	"1792"	1819455	1819805	0	1819455	1819805	NA
"b1737"	"chbC"	1819856	1821214	"-"	0	"b1737,celB,chbC,ECK120000137,ECK1735,EG10141,hic"	"CelB,ChbC,ECK120004613,EIIC<sup>cel</sup>,EIIC<sup>chb</sup>,Enzyme IIC<sup>cel</sup>,Enzyme IIC<sup>chb</sup>,Hic,NP_416251.1"	"ECK120000137"	"chbC"	"b1737"	"-"	NA	"ECK120004613"	"<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIC component"	NA	"b1737"	"chbC"	NA	"N,N-diacetylchitobiose-specific PTS enzyme IIC component"	"-"	"CDS"	"1793"	1819856	1821214	0	1819856	1821214	NA
"b1738"	"chbB"	1821299	1821619	"-"	0	"b1738,celA,chbB,ECK120000136,ECK1736,EG10140"	"CelA,ChbB,ECK120004612,EII<sup>chb</sup>,EIIB<sup>cel</sup>,Enzyme IIB<sup>cel</sup>,Enzyme IIB<sup>chb</sup>,NP_416252.1"	"ECK120000136"	"chbB"	"b1738"	"-"	NA	"ECK120004612"	"<I>N,N'</I>-diacetylchitobiose-specific PTS enzyme IIB component"	NA	"b1738"	"chbB"	NA	"N,N-diacetylchitobiose-specific PTS enzyme IIB component"	"-"	"CDS"	"1794"	1821299	1821619	0	1821299	1821619	NA
"b1739"	"osmE"	1821918	1822256	"-"	0	"anr,b1739,ECK120000040,ECK1737,EG10044,osmE"	"Anr,ECK120004516,NP_416253.1,OsmE"	"ECK120000040"	"osmE"	"b1739"	"-"	NA	"ECK120004516"	"osmotically-inducible lipoprotein OsmE"	NA	"b1739"	"osmE"	NA	"osmotically-inducible lipoprotein OsmE"	"-"	"CDS"	"1795"	1821918	1822256	0	1821918	1822256	NA
"b1740"	"nadE"	1822458	1823285	"+"	0	"b1740,ECK120000656,ECK1738,efg,EG10663,nadE,ntrL"	"ECK120005132,Efg,NadE,NP_416254.1,NtrL"	"ECK120000656"	"nadE"	"b1740"	"+"	NA	"ECK120005132"	"NH<sub>3</sub>-dependent NAD<sup>+</sup> synthetase"	NA	"b1740"	"nadE"	NA	"NAD synthetase, NH3-dependent"	"+"	"CDS"	"1796"	1822458	1823285	0	1822458	1823285	NA
"ECK125121999"	"spy3'"	1823084	1823131	"-"	0	"ECK125121999,spy3',spy3p,U00096_ncRNA_1823083_1823131"	"ECK125122020,ig:1096"	"ECK125121999"	"spy3'"	NA	"-"	NA	"ECK125122020"	"Spy3'"	"small RNA"	"U00096_ncRNA_1823083_1823131"	"spy3p"	NA	"spy3p"	"-"	"ncRNA"	"8882"	NA	NA	NA	NA	NA	NA
"b1741"	"cho"	1823515	1824402	"+"	0	"b1741,cho,ECK120003525,ECK1739,G6937,ydjQ"	"Cho,ECK120007981,endonuclease of nucleotide excision repair,NP_416255.1,sosD,YdjQ"	"ECK120003525"	"cho"	"b1741"	"+"	NA	"ECK120007981"	"excinuclease Cho"	NA	"b1741"	"cho"	NA	"endonuclease of nucleotide excision repair"	"+"	"CDS"	"1797"	1823515	1824402	0	1823515	1824402	NA
"b1742"	"ves"	1824362	1824937	"-"	0	"b1742,ECK120003526,ECK1740,G6938,ves,ydjR"	"ECK120007982,NP_416256.2,Ves,YdjR"	"ECK120003526"	"ves"	"b1742"	"-"	NA	"ECK120007982"	"HutD family protein Ves"	NA	"b1742"	"ves"	NA	"HutD family protein Ves"	"-"	"CDS"	"4083"	1824362	1824937	0	1824362	1824937	NA
"b1743"	"spy"	1825140	1825625	"-"	0	"b1743,ECK120003527,ECK1741,G6939,spy"	"ECK120007983,NP_416257.1,Spy"	"ECK120003527"	"spy"	"b1743"	"-"	NA	"ECK120007983"	"ATP-independent periplasmic chaperone"	NA	"b1743"	"spy"	NA	"ATP-independent periplasmic chaperone"	"-"	"CDS"	"1798"	1825140	1825625	0	1825140	1825625	NA
"b1744"	"astE"	1825955	1826923	"-"	0	"astE,b1744,ECK120003528,ECK1742,G6940,ydjS"	"AstE,ECK120007984,NP_416258.1,YdjS"	"ECK120003528"	"astE"	"b1744"	"-"	NA	"ECK120007984"	"succinylglutamate desuccinylase"	NA	"b1744"	"astE"	NA	"succinylglutamate desuccinylase"	"-"	"CDS"	"1799"	1825955	1826923	0	1825955	1826923	NA
"b1745"	"astB"	1826916	1828259	"-"	0	"astB,b1745,ECK120003529,ECK1743,G6941,ydjT"	"AstB,ECK120007985,NP_416259.1,YdjT"	"ECK120003529"	"astB"	"b1745"	"-"	NA	"ECK120007985"	"<i>N</i>-succinylarginine dihydrolase"	NA	"b1745"	"astB"	NA	"N-succinylarginine dihydrolase"	"-"	"CDS"	"1800"	1826916	1828259	0	1826916	1828259	NA
"b1746"	"astD"	1828256	1829734	"-"	0	"astD,b1746,ECK120003530,ECK1744,G6942,ydjU"	"AstD,ECK120007986,NP_416260.1,YdjU"	"ECK120003530"	"astD"	"b1746"	"-"	NA	"ECK120007986"	"aldehyde dehydrogenase"	NA	"b1746"	"astD"	NA	"aldehyde dehydrogenase"	"-"	"CDS"	"1801"	1828256	1829734	0	1828256	1829734	NA
"b1747"	"astA"	1829731	1830765	"-"	0	"astA,b1747,ECK120003531,ECK1745,G6943,ydjV"	"AstA,ECK120007987,NP_416261.1,YdjV"	"ECK120003531"	"astA"	"b1747"	"-"	NA	"ECK120007987"	"arginine <i>N</i>-succinyltransferase"	NA	"b1747"	"astA"	NA	"arginine N-succinyltransferase"	"-"	"CDS"	"1802"	1829731	1830765	0	1829731	1830765	NA
"b1748"	"astC"	1830762	1831982	"-"	0	"argM,astC,b1748,cstC,ECK120003532,ECK1746,G6944,ydjW"	"ArgM,AstC,CstC,ECK120007988,NP_416262.1,YdjW"	"ECK120003532"	"astC"	"b1748"	"-"	NA	"ECK120007988"	"succinylornithine transaminase"	NA	"b1748"	"astC"	NA	"succinylornithine transaminase"	"-"	"CDS"	"1803"	1830762	1831982	0	1830762	1831982	NA
"b1749"	"xthA"	1832428	1833234	"+"	0	"b1749,ECK120001062,ECK1747,EG11073,xth,xthA"	"ECK120005538,Endonuclease VI,NP_416263.1,Xth,XthA"	"ECK120001062"	"xthA"	"b1749"	"+"	NA	"ECK120005538"	"exodeoxyribonuclease III"	NA	"b1749"	"xthA"	NA	"exodeoxyribonuclease III"	"+"	"CDS"	"1804"	1832428	1833234	0	1832428	1833234	NA
"b1750"	"ydjX"	1833401	1834111	"+"	0	"b1750,ECK120003533,ECK1748,G6945,ydjX"	"ECK120007989,NP_416264.4,YdjX"	"ECK120003533"	"ydjX"	"b1750"	"+"	NA	"ECK120007989"	"DedA family protein YdjX"	NA	"b1750"	"ydjX"	NA	"DedA family protein YdjX"	"+"	"CDS"	"1805"	1833401	1834111	0	1833401	1834111	NA
"b1751"	"ydjY"	1834116	1834793	"+"	0	"b1751,ECK120003534,ECK1749,G6946,ydjY"	"ECK120007990,NP_416265.4,YdjY"	"ECK120003534"	"ydjY"	"b1751"	"+"	NA	"ECK120007990"	"4Fe-4S ferredoxin-type domain-containing protein YdjY"	NA	"b1751"	"ydjY"	NA	"4Fe-4S ferredoxin-type domain-containing protein YdjY"	"+"	"CDS"	"1806"	1834116	1834793	0	1834116	1834793	NA
"b1752"	"ydjZ"	1834808	1835515	"+"	0	"b1752,ECK120003535,ECK1750,G6947,ydjZ"	"ECK120007991,NP_416266.1,YdjZ"	"ECK120003535"	"ydjZ"	"b1752"	"+"	NA	"ECK120007991"	"DedA family protein YdjZ"	NA	"b1752"	"ydjZ"	NA	"DedA family protein YdjZ"	"+"	"CDS"	"1807"	1834808	1835515	0	1834808	1835515	NA
"b1753"	"ynjA"	1835515	1836063	"+"	0	"b1753,ECK120003536,ECK1751,G6948,ynjA"	"ECK120007992,NP_416267.1,YnjA"	"ECK120003536"	"ynjA"	"b1753"	"+"	NA	"ECK120007992"	"AhpD-like domain-containing protein YnjA"	NA	"b1753"	"ynjA"	NA	"AhpD-like domain-containing protein YnjA"	"+"	"CDS"	"1808"	1835515	1836063	0	1835515	1836063	NA
"b1754"	"ynjB"	1836073	1837239	"+"	0	"b1754,ECK120003537,ECK1752,G6949,ynjB"	"ECK120007993,NP_416268.2,YnjB"	"ECK120003537"	"ynjB"	"b1754"	"+"	NA	"ECK120007993"	"putative ABC transporter periplasmic binding protein YnjB"	NA	"b1754"	"ynjB"	NA	"putative ABC transporter periplasmic binding protein YnjB"	"+"	"CDS"	"1809"	1836073	1837239	0	1836073	1837239	NA
"b1755"	"ynjC"	1837212	1838747	"+"	0	"b1755,ECK120003538,ECK1753,G6950,ynjC"	"ECK120007994,NP_416269.4,YnjC"	"ECK120003538"	"ynjC"	"b1755"	"+"	NA	"ECK120007994"	"putative ABC transporter membrane subunit YnjC"	NA	"b1755"	"ynjC"	NA	"putative ABC transporter membrane subunit YnjC"	"+"	"CDS"	"1810"	1837212	1838747	0	1837212	1838747	NA
"b1756"	"ynjD"	1838747	1839400	"+"	0	"b1756,ECK120003539,ECK1754,G6951,ynjD"	"ECK120007995,NP_416270.1,YnjD"	"ECK120003539"	"ynjD"	"b1756"	"+"	NA	"ECK120007995"	"putative ABC transporter ATP-binding protein YnjD"	NA	"b1756"	"ynjD"	NA	"putative ABC transporter ATP-binding protein YnjD"	"+"	"CDS"	"1811"	1838747	1839400	0	1838747	1839400	NA
"b1757"	"ynjE"	1839467	1840774	"+"	0	"b1757,ECK120003540,ECK1755,G6952,ynjE"	"ECK120007996,NP_416271.4,YnjE,YnjE sulfurtransferase"	"ECK120003540"	"ynjE"	"b1757"	"+"	NA	"ECK120007996"	"molybdopterin synthase sulfurtransferase"	NA	"b1757"	"ynjE"	NA	"molybdopterin synthase sulfurtransferase"	"+"	"CDS"	"1812"	1839467	1840774	0	1839467	1840774	NA
"b1758"	"ynjF"	1840783	1841403	"-"	0	"b1758,ECK120003541,ECK1756,G6953,ynjF"	"ECK120007997,NP_416272.2,YnjF"	"ECK120003541"	"ynjF"	"b1758"	"-"	NA	"ECK120007997"	"CDP-alcohol phosphatidyltransferase domain-containing protein YnjF"	NA	"b1758"	"ynjF"	NA	"putative phosphatidyl transferase, inner membrane protein"	"-"	"CDS"	"1813"	1840783	1841403	0	1840783	1841403	NA
"b1759"	"nudG"	1841490	1841897	"+"	0	"b1759,ECK120003542,ECK1757,G6954,nudG,orf135,ynjG"	"ECK120007998,NP_416273.1,NudG,Orf135,YnjG"	"ECK120003542"	"nudG"	"b1759"	"+"	NA	"ECK120007998"	"5-hydroxy-CTP diphosphatase"	NA	"b1759"	"nudG"	NA	"5-hydroxy-CTP diphosphatase"	"+"	"CDS"	"1814"	1841490	1841897	0	1841490	1841897	NA
